ORCID,full_name,given_name,family_name,credit_name,status_code,error
0000-0002-5450-7179,Clifford Frasier,Clifford,Frasier,,200,
0000-0002-5454-640X,Jane Mansbridge,Jane,Mansbridge,,200,
0000-0002-5454-7138,Amal Farhat,Amal,Farhat,,200,
0000-0002-5454-9627,Nicholas Peoples,Nicholas,Peoples,,200,
0000-0002-5457-2456,MENGYU WANG,MENGYU,WANG,,200,
0000-0002-5457-9295,Chien-Wen Su,Chien-Wen,Su,,200,
0000-0002-5462-0294,Shelley J. Cheng,Shelley,Cheng,Shelley J. Cheng,200,
0000-0002-5463-0417,Jessica Williams Stark,Jessica Williams,Stark,Jessica Williams Stark,200,
0000-0002-5465-1736,Thenesoya V. Martin De la Nuez,Thenesoya V.,Martin De la Nuez,,200,
0000-0002-5466-2857,TAKAAKI MATSUOKA,TAKAAKI,MATSUOKA,,200,
0000-0002-5466-3825,Sanath Devalapurkar,Sanath,Devalapurkar,,200,
0000-0002-5467-8429,Gonzalo Giribet,Gonzalo,Giribet,,200,
0000-0002-5468-0916,Madison Adamthwaite,Madison,Adamthwaite,,200,
0000-0002-5469-0655,Benjamin Kleinstiver,Benjamin,Kleinstiver,,200,
0000-0002-5470-6303,Kirsi-Marja Zitting,Kirsi-Marja,Zitting,,200,
0000-0002-5472-4181,Lawrence Molnar,Lawrence,Molnar,,200,
0000-0002-5473-3686,Jia-Yun Chen,Jia-Yun,Chen,Jia-Yun Chen,200,
0000-0002-5474-7287,Diana  Wang ,Diana ,Wang ,,200,
0000-0002-5474-7674,Benjamin W. Nelson,Benjamin W.,Nelson,,200,
0000-0002-5475-548X,Karen Kuo,Karen,Kuo,,200,
0000-0002-5476-1054,Janina Galler,Janina,Galler,,200,
0000-0002-5476-6357,Prahalad Karnam,Prahalad,Karnam,,200,
0000-0002-5478-5208,Binkai Liu,Binkai,Liu,,200,
0000-0002-5478-7609,Bhavani Shekhawat,Bhavani,Shekhawat,,200,
0000-0002-5478-8943,Chung Thanh Phan,Chung,Thanh Phan,,200,
0000-0002-5483-9843,Alejandra Rojas,Alejandra,Rojas,,200,
0000-0002-5484-4810,Thaddeus P. Dryja,Thaddeus,Dryja,Thaddeus P. Dryja,200,
0000-0002-5484-7974,Megan Michel,Megan,Michel,,200,
0000-0002-5486-9890,Thomas C Smits,Thomas Chris,Smits,Thomas C Smits,200,
0000-0002-5491-3089,Eranga Roshan Balasooriya,Eranga Roshan,Balasooriya,,200,
0000-0002-5492-3164,Farah Haque,Farah,Haque,,200,
0000-0002-5493-9502,Robert Sah,Robert,Sah,,200,
0000-0002-5497-5968,Fabrisia Ambrosio,Fabrisia,Ambrosio,,200,
0000-0002-5500-7627,Kevin M Spencer,Kevin,Spencer,Kevin M Spencer,200,
0000-0002-5501-8035,Hung-Yi Wu,Hung-Yi,Wu,,200,
0000-0002-5502-4363,Sarita Aryal,Sarita,Aryal,,200,
0000-0002-5505-0852,,,,,200,
0000-0002-5509-1646,Aaron Aguirre,Aaron,Aguirre,,200,
0000-0002-5512-8146,Chan Lee,Chan,Lee,,200,
0000-0002-5513-4407,Conevery Bolton Valencius,Conevery Bolton,Valencius,,200,
0000-0002-5516-311X,Eslam shohda,Eslam,shohda,,200,
0000-0002-5517-6666,Bianca Ferreira Silva,Bianca Ferreira,Silva,,200,
0000-0002-5517-7984,Anderson H. Kuo,Anderson,Kuo,Anderson H. Kuo,200,
0000-0002-5518-122X,Catherine Xue,Catherine,Xue,Catherine Xue,200,
0000-0002-5518-8157,Lisa H. Verzier,Lisa H.,Verzier,,200,
0000-0002-5519-2754,James T. Costa,James,Costa,James T. Costa,200,
0000-0002-5520-1323,Jyoti Chauhan,Jyoti,Chauhan,Jyoti Chauhan,200,
0000-0002-5524-7348,David Walt,David,Walt,,200,
0000-0002-5526-3161,Anam  Ehsan,Anam ,Ehsan,,200,
0000-0002-5529-913X,Carl Gershenson,Carl,Gershenson,,200,
0000-0002-5529-9367,SUDESHNA ACHARYA,SUDESHNA,ACHARYA,,200,
0000-0002-5532-071X,Serena Wang,Serena,Wang,,200,
0000-0002-5533-3166,Bernard Lee,Bernard,Lee,,200,
0000-0002-5534-1289,Ha Ryong Jung,Ha Ryong,Jung,,200,
0000-0002-5535-8304,Karim R. Lakhani,Karim,Lakhani,Karim R. Lakhani,200,
0000-0002-5536-7040,Daniel Naftel,Daniel,Naftel,,200,
0000-0002-5536-777X,David Arney,David,Arney,,200,
0000-0002-5541-4150,Kathrin Kajderowicz,Kathrin,Kajderowicz,,200,
0000-0002-5541-9170,Sakshi Khurana,Sakshi,Khurana,,200,
0000-0002-5546-9688,Yamen Abbas,Yamen,Abbas,,200,
0000-0002-5546-983X,Cafer Ozdemir,Cafer,Ozdemir,,200,
0000-0002-5549-3469,Jonathan Boretsky,Jonathan,Boretsky,,200,
0000-0002-5550-2679,Carlos Morales-Rivera,Carlos,Morales-Rivera,,200,
0000-0002-5550-7576,Rodrigo Araiza Bravo,Rodrigo,Araiza Bravo,,200,
0000-0002-5550-8093,Emilio Vavarella,Emilio,Vavarella,,200,
0000-0002-5553-016X,Andrew Kei-Yan Ng,Andrew Kei-Yan,Ng,,200,
0000-0002-5555-2051,Dheeraj Soni,Dheeraj,Soni,,200,
0000-0002-5559-2889,PIERLUIGI SACCO,PIERLUIGI,SACCO,,200,
0000-0002-5561-4603,Laura Herman,Laura,Herman,,200,
0000-0002-5561-5331,Jiyoon Lee,Jiyoon,Lee,,200,
0000-0002-5562-6495,Kauê M. Costa,Kauê,Costa,Kauê M. Costa,200,
0000-0002-5562-9864,Melissa Erskine,Melissa,Erskine,,200,
0000-0002-5565-9860,Abhisekh Mohapatra,Abhisekh,Mohapatra,,200,
0000-0002-5571-3126,Harold N. Eyster,Harold N,Eyster,Harold N. Eyster,200,
0000-0002-5574-3245,Raphael Louis,Raphael,Louis,,200,
0000-0002-5575-3953,Robert Thomas,Robert,Thomas,,200,
0000-0002-5577-1078,Angela Hill,Angela,Hill,,200,
0000-0002-5578-5752,Rebecca Bromley-Dulfano,Rebecca,Bromley-Dulfano,,200,
0000-0002-5582-0773,Sara Canovas Nunes,Sara Jose',Canovas Nunes,Sara Canovas Nunes,200,
0000-0002-5583-0365,Angeliki Polymeri,Angeliki,Polymeri,,200,
0000-0002-5587-291X,Gareth Doherty,Gareth,Doherty,,200,
0000-0002-5587-7497,Anne Miller,Anne,Miller,,200,
0000-0002-5587-8641,Mohamed Babiker Mohamed,Mohamed,Babiker Mohamed,,200,
0000-0002-5589-1002,Heather Andrews,Heather,Andrews,,200,
0000-0002-5593-0155,Elena Christian,Elena,Christian,,200,
0000-0002-5593-0198,Veselina Petrova,Veselina,Petrova,,200,
0000-0002-5594-6448,Jason Li,Jason,Li,,200,
0000-0002-5594-678X,Po-Yu (Jay) Chen,Po-Yu,Chen,Po-Yu (Jay) Chen,200,
0000-0002-5594-9198,Kimberly L. Sue ,Kimberly,Sue,Kimberly L. Sue ,200,
0000-0002-5597-0026,Gao Xiang Ham,Gao Xiang,Ham,,200,
0000-0002-5602-0890,Charlotte Thomas,Charlotte,Thomas,,200,
0000-0002-5604-0904,Alexander Ayertey Odonkor,Alexander,Ayertey Odonkor,,200,
0000-0002-5604-4462,Charles Clavey,Charles,Clavey,,200,
0000-0002-5605-2016,Siwen Wang,Siwen,Wang,,200,
0000-0002-5607-5728,Sue Anne Teo,Sue Anne,Teo,,200,
0000-0002-5609-6385,Adham Sameer A. Bardeesi,Adham Sameer A.,Bardeesi,,200,
0000-0002-5609-7222,Sean Watson,Sean,Watson,,200,
0000-0002-5612-936X,Michael O'Krent,Michael,O'Krent,,200,
0000-0002-5614-341X,Simon Dujardin,Simon,Dujardin,,200,
0000-0002-5614-5618,Kai Wang,Kai,Wang,,200,
0000-0002-5614-6354,Eric Forbush,Eric,Forbush,,200,
0000-0002-5616-2354,Vincenzo Di Nicola,Vincenzo,Di Nicola,,200,
0000-0002-5619-4479,Ankit Kumar Yadav,Ankit Kumar,Yadav,,200,
0000-0002-5620-6062,Timothy Chang,Timothy,Chang,,200,
0000-0002-5625-2106,John J. Vastola,John,Vastola,John J. Vastola,200,
0000-0002-5628-0502,Michelle V. Evans,Michelle,Evans,Michelle V. Evans,200,
0000-0002-5628-3690,Jaclyn Mallard,Jaclyn,Mallard,,200,
0000-0002-5630-6450,Carrie Conaway,Carrie,Conaway,,200,
0000-0002-5630-7947,Jeantine E Lunshof,Jeantine E,Lunshof,,200,
0000-0002-5633-4590,Benjamin Ruben,Benjamin,Ruben,,200,
0000-0002-5634-7367,Jooyoung Yoo,Jooyoung,Yoo,,200,
0000-0002-5635-6239,Elizabeth Carlin,Elizabeth,Carlin,,200,
0000-0002-5637-2319,Christine Greenhow,Christine,Greenhow,,200,
0000-0002-5637-6838,Patrick K. Lin,Patrick,Lin,Patrick K. Lin,200,
0000-0002-5639-5000,Anuva Aishwarya,Anuva,Aishwarya,,200,
0000-0002-5640-4720,Yongtao Wang,Yongtao,Wang,,200,
0000-0002-5642-0608,William V Trim,William,Trim,William V Trim,200,
0000-0002-5646-0546,Nancy Lu,Nancy,Lu,,200,
0000-0002-5646-0925,Bryan Nelson,Bryan,Nelson,,200,
0000-0002-5646-7705,Lan Bao Hoang,Lan Bao,Hoang,Lan Bao Hoang,200,
0000-0002-5648-3174,Ceren OZEL,Ceren,Ozel,Ceren OZEL,200,
0000-0002-5648-5970,Charles A Taylor,Charles,Taylor,Charles A Taylor,200,
0000-0002-5649-1203,Matthew B. Thompson,Matthew,Thompson,Matthew B. Thompson,200,
0000-0002-5651-1120,Rima Majed,Rima,Majed,,200,
0000-0002-5651-8728,Madison Renner,Madison,Renner,,200,
0000-0002-5652-8870,Tanveer Karim,Tanveer,Karim,,200,
0000-0002-5656-6754,KELNNER PORTELA LUZ,KELNNER PORTELA,LUZ,,200,
0000-0002-5660-3586,Naomi Ginsberg,Naomi,Ginsberg,,200,
0000-0002-5660-7835,Haobo Li,Haobo,Li,,200,
0000-0002-5667-443X,Dayton McMillan,Dayton,McMillan,,200,
0000-0002-5667-5299,Crystian Massengill,Crystian,Massengill,,200,
0000-0002-5667-6195,Annemarie Stroustrup Smith,Annemarie,Stroustrup,Annemarie Stroustrup Smith,200,
0000-0002-5667-9732,Rory Vu Mather,Vu,Mather,Rory Vu Mather,200,
0000-0002-5668-5219,David Kwiatkowski,David,Kwiatkowski,,200,
0000-0002-5669-1344,Priyanshu Sharma,Priyanshu,Sharma,,200,
0000-0002-5669-8896,Alice Ma Li,Alice,Li,Alice Ma Li,200,
0000-0002-5671-9175,Mehdi Rezaee,Mehdi,Rezaee,,200,
0000-0002-5672-7909,antoine vion,antoine,vion,,200,
0000-0002-5672-7992,Alexander A. Lukyanov,Alexander,Lukyanov,Alexander A. Lukyanov,200,
0000-0002-5673-544X,Jingyi Wu,Jingyi,Wu,,200,
0000-0002-5673-7947,Michael Brenner,Michael,Brenner,,200,
0000-0002-5674-2084,Antonella Málaga,Antonella,Málaga,,200,
0000-0002-5675-5408,David Okuji,David,Okuji,,200,
0000-0002-5675-7139,Raffaele Di Fenza,Raffaele,Di Fenza,,200,
0000-0002-5675-8836,Katrina F. Ortblad,Katrina,Ortblad,Katrina F. Ortblad,200,
0000-0002-5676-6203,Anders Björklund,Anders,Björklund,,200,
0000-0002-5683-1415,Caroline Cecil Kaufman,Caroline,Kaufman,Caroline Cecil Kaufman,200,
0000-0002-5684-8436,Lin H. Chen,Lin,Chen,Lin H. Chen,200,
0000-0002-5685-6401,Azadeh Tabari,Azadeh,Tabari,,200,
0000-0002-5690-9032,David Salkever,David,Salkever,,200,
0000-0002-5692-2616,Ada C. Stefanescu Schmidt,Ada C.,Stefanescu Schmidt,Ada C. Stefanescu Schmidt,200,
0000-0002-5694-9464,kathryn fay,kathryn,fay,,200,
0000-0002-5696-2933,Phuong N Pham,Phuong,Pham,Phuong N Pham,200,
0000-0002-5697-140X,Hailu Dhufera,Hailu,Dhufera,,200,
0000-0002-5697-5371,Antonio Ruzzini,Antonio,Ruzzini,,200,
0000-0002-5701-0993,Nolan M. Kavanagh,Nolan,Kavanagh,Nolan M. Kavanagh,200,
0000-0002-5704-8836,Victor Hugo Romo Contreras,Victor Hugo,Romo Contreras,,200,
0000-0002-5705-3344,Danielle Alves-Back,Danielle,Alves-Back,,200,
0000-0002-5705-5470,Arjun Sharma,ARJUN,Sharma,Arjun Sharma,200,
0000-0002-5707-5113,Jeffrey Wang,Jeffrey,Wang,,200,
0000-0002-5710-9301,Randi Schuster,Randi,Schuster,,200,
0000-0002-5711-5349,Raquel Ferrer-Espada,Raquel,Ferrer-Espada,,200,
0000-0002-5714-4545,Stefan Knirck,Stefan,Knirck,,200,
0000-0002-5715-7215,thomas marvell,thomas,marvell,,200,
0000-0002-5718-9380,William Walsh,William,Walsh,,200,
0000-0002-5723-8023,Yao Yin,Yao,Yin,,200,
0000-0002-5723-9384,Swapnil Parhad,Swapnil,Parhad,Swapnil Parhad,200,
0000-0002-5725-0743,James Eaglesham,James,Eaglesham,,200,
0000-0002-5728-6228,Mingju Tsai,Mingju,Tsai,,200,
0000-0002-5731-7039,Jiangyun Chen,Jiangyun,Chen,Jiangyun Chen,200,
0000-0002-5732-7464,Micah Lattanner,Micah,Lattanner,,200,
0000-0002-5735-1114,Laura Lautz,Laura,Lautz,,200,
0000-0002-5737-7963,Amir Yacoby,Amir,Yacoby,,200,
0000-0002-5738-0556,Parsa Erfani,Parsa,Erfani,,200,
0000-0002-5739-1896,Yue Zhuo,Yue,Zhuo,,200,
0000-0002-5740-4079,Matthew Capek,Matthew,Capek,,200,
0000-0002-5741-8948,Christopher Payne,Christopher,Payne,,200,
0000-0002-5744-6324,Elise Sheinberg,Elise,Sheinberg,Elise Sheinberg,200,
0000-0002-5748-0610,Abrar Shamim,Abrar,Shamim,,200,
0000-0002-5748-5956,Ole F. Norheim,Ole F.,Norheim,,200,
0000-0002-5748-7812,Annette Yoshiko Reed,Annette Yoshiko,Reed,,200,
0000-0002-5755-9409,Naoshige Uchida,Naoshige,Uchida,,200,
0000-0002-5756-5729,Daniel Koss,Daniel,Koss,,200,
0000-0002-5757-1088,Elena Kramer,Elena,Kramer,,200,
0000-0002-5760-875X,Hawa Dembele,Hawa,Dembele,,200,
0000-0002-5761-122X,Theodore Tomaras,Theodore,Tomaras,,200,
0000-0002-5761-3284,Hiroko Muraki Gottlieb,Hiroko,Muraki Gottlieb,,200,
0000-0002-5763-0201,Gustavo Avila-Ortiz,Gustavo,Avila Ortiz,Gustavo Avila-Ortiz,200,
0000-0002-5766-6247,Wonil Chung,Wonil,Chung,,200,
0000-0002-5769-4854,Su Min Lim,Su Min,Lim,,200,
0000-0002-5771-7753,Kirk Endicott,Kirk,Endicott,,200,
0000-0002-5772-0063,Rose Aguolu,Rose,Aguolu,,200,
0000-0002-5775-2452,F. J. Yu,Felix Jay,Yu,F. J. Yu,200,
0000-0002-5776-3602,Yong Mi Choi,Yong Mi,Choi,,200,
0000-0002-5776-965X,Melissa Fulkerson,Melissa,Fulkerson,,200,
0000-0002-5778-960X,Christina Cuomo,Christina,Cuomo,,200,
0000-0002-5782-0056,Evan Daugharthy,Evan,Daugharthy,,200,
0000-0002-5783-1636,Yanshan Liang,Yanshan,Liang,,200,
0000-0002-5783-3156,Hsin-Yu Lai,Hsin-Yu,Lai,Hsin-Yu Lai,200,
0000-0002-5786-5772,Wanyu Huang,Wanyu,Huang,,200,
0000-0002-5786-7997,Kimbley Asaso,Kimbley,Asaso,,200,
0000-0002-5786-8527,John Dashiell,John,Dashiell,,200,
0000-0002-5787-5751,João Castro,João,Castro,,200,
0000-0002-5788-3014,Clifford B Saper,Clifford,Saper,Clifford B Saper,200,
0000-0002-5788-9651,Lindsay C Hanford,Lindsay C,Hanford,,200,
0000-0002-5790-4612,Md Mahfuz Al Mamun,Md Mahfuz Al,Mamun,,200,
0000-0002-5792-6408,Selwyn Jayakar,Selwyn,Jayakar,,200,
0000-0002-5793-0474,Yaser Peymanfar,Yaser,Peymanfar,,200,
0000-0002-5793-4424,Peter Meyer,Peter,Meyer,,200,
0000-0002-5795-4855,Natasha Sumner,Natasha,Sumner,,200,
0000-0002-5795-5719,Junfeng wang,Junfeng,wang,,200,
0000-0002-5797-7184,Brian Chow,Brian,Chow,,200,
0000-0002-5798-4448,Xingbo Yang,Xingbo,Yang,,200,
0000-0002-5799-219X,Victor M Navarro,"Victor, M",Navarro,Victor M Navarro,200,
0000-0002-5799-5913,,,,,200,
0000-0002-5801-7505,Pierre Tawa,Pierre,Tawa,,200,
0000-0002-5801-8946,Alicia Yamin,Alicia,Yamin,,200,
0000-0002-5802-0587,Carol J. Oja,Carol J.,Oja,,200,
0000-0002-5803-3847,Yulia Alexandr,Yulia,Alexandr,,200,
0000-0002-5806-7254,Glenna Clifton,Glenna,Clifton,,200,
0000-0002-5811-5906,Anthony Daniel LaMontagne,Anthony Daniel,LaMontagne,,200,
0000-0002-5812-3033,Erik Curiel,Erik,Curiel,,200,
0000-0002-5812-6306,Ahmed Abdelfattah,Ahmed,Abdelfattah,,200,
0000-0002-5814-4061,Victoria Ashley Villar,Victoria Ashley,Villar,,200,
0000-0002-5814-5179,ERIC PELFRENE,ERIC,PELFRENE,,200,
0000-0002-5814-6083,James Caress,James,Caress,,200,
0000-0002-5817-7226,Charleen Adams,Charleen,Adams,,200,
0000-0002-5818-3589,Emma C. Dyer,Emma,Dyer,Emma C. Dyer,200,
0000-0002-5818-4506,Cristina Garcia Navas,Cristina,Garcia Navas,,200,
0000-0002-5819-7200,Kimberly Mendoza,Kimberly,Mendoza,,200,
0000-0002-5820-1361,Pierre  Lu,Pierre ,Lu,,200,
0000-0002-5822-9508,Shabir Hassan,Shabir,Hassan,,200,
0000-0002-5824-4062,ROBERTO VERGANTI,ROBERTO,VERGANTI,,200,
0000-0002-5824-7917,Andrew Schroeder,Andrew,Schroeder,,200,
0000-0002-5825-7066,Alper Metin,Alper,Metin,,200,
0000-0002-5830-183X,Alvaro Torrente,Alvaro,Torrente,,200,
0000-0002-5831-8383,John Fiadjoe,John,Fiadjoe,,200,
0000-0002-5832-1515,Trevor Latendresse,Trevor,Latendresse,,200,
0000-0002-5836-0987,jiaqi yan,jiaqi,yan,,200,
0000-0002-5840-6498,Eduardo Casali,Eduardo,Casali,,200,
0000-0002-5844-6916,Anthony Forster,Anthony,Forster,,200,
0000-0002-5845-6647,Jaya Prakash,Jaya,Prakash,,200,
0000-0002-5850-8048,Jason Braun,Jason,Braun,,200,
0000-0002-5851-0949,Jeff Hickey,Jeff,Hickey,,200,
0000-0002-5855-7464,Ryan Enos,Ryan,Enos,,200,
0000-0002-5860-8225,Qin Xu,Qin,Xu,Qin Xu,200,
0000-0002-5862-6757,Roy H Perlis,Roy,Perlis,Roy H Perlis,200,
0000-0002-5865-9399,Luke He,Luke,He,,200,
0000-0002-5868-9213,Chun-Ting Wu,Chun-Ting,Wu,,200,
0000-0002-5870-2617,Jenny Zhen-Duan,Jenny,Zhen-Duan,,200,
0000-0002-5880-0049,ASLIHAN GOKALTUN,ASLIHAN,GOKALTUN,,200,
0000-0002-5883-7271,Jeffrey Dvorin,Jeffrey,Dvorin,,200,
0000-0002-5887-200X,Guergana Savova,Guergana,Savova,,200,
0000-0002-5889-1913,Emily Kaye,Emily,Kaye,,200,
0000-0002-5890-7583,Ruhi Kanwar,Ruhi,Kanwar,,200,
0000-0002-5892-4578,Sanket Walujkar,Sanket,Walujkar,,200,
0000-0002-5894-4237,Mariyam Sohail,Mariyam,Sohail,,200,
0000-0002-5895-6342,Chenglong Xia,Chenglong,Xia,,200,
0000-0002-5897-8250,Isaiah C. Shriner,Isaiah,Shriner,Isaiah C. Shriner,200,
0000-0002-5900-2487,Francesco Mori,Francesco,Mori,,200,
0000-0002-5900-647X,Chintada Bhaskara Rao,Chintada,Bhaskara Rao,,200,
0000-0002-5902-4571,Chun Wai Wong,Chun Wai,Wong,,200,
0000-0002-5902-7369,David Clarke,David,Clarke,,200,
0000-0002-5903-3910,Leila Kamareddine,Leila,Kamareddine,,200,
0000-0002-5903-6417,Daria Sushnikova,Daria,Sushnikova,,200,
0000-0002-5907-3269,Sivan Gelb,Sivan,Gelb,,200,
0000-0002-5907-4886,Tong Jiang,Tong,Jiang,,200,
0000-0002-5909-3585,Jishnu Das,Jishnu,Das,,200,
0000-0002-5910-642X,Stephen Michael Impink,Stephen Michael,Impink,,200,
0000-0002-5910-8978,Konstantinos Bizas,Konstantinos,Bizas,,200,
0000-0002-5911-2184,Alissa Stern,Alissa,Stern,,200,
0000-0002-5912-5276,Sapna Nath,Sapna,Nath,,200,
0000-0002-5915-099X,Mia Blakstad,Mia,Blakstad,,200,
0000-0002-5915-7884,Lilian Elekwachi,Lilian,Elekwachi,,200,
0000-0002-5919-7296,Liwen Ko,Liwen,Ko,,200,
0000-0002-5919-7835,Bruno Jullien,Bruno,Jullien,,200,
0000-0002-5922-7547,Kristopher Kahle,Kristopher,Kahle,,200,
0000-0002-5924-1752,Abigail Curtis,Abigail,Curtis,,200,
0000-0002-5926-5789,Zohreh Izadifar,Zohreh,Izadifar,,200,
0000-0002-5928-0575,Ziwei Zhang,Ziwei,Zhang,,200,
0000-0002-5928-1973,Lucy Pickard,Lucy,Pickard,,200,
0000-0002-5929-6825,Anthony Hesser,Anthony,Hesser,,200,
0000-0002-5929-8492,Christophe Dupre,Christophe,Dupre,,200,
0000-0002-5930-7758,Francisco,Francisco Eduardo,Borja Ponce,Francisco,200,
0000-0002-5930-9438,Rusab Baig,Rusab,Baig,,200,
0000-0002-5935-1476,Thomas Hill,Thomas,Hill,,200,
0000-0002-5936-8534,"Jesabelle De Jesus Dominguez-Garcia, M.D.",Jesabelle De Jesus,"Dominguez-Garcia, M.D.",,200,
0000-0002-5936-8817,Jason Keith Fernandes,Jason Keith,Fernandes,Jason Keith Fernandes,200,
0000-0002-5941-7455,Mahzarin Banaji,Mahzarin,Banaji,,200,
0000-0002-5943-5354,Sara A. Snyder,Sara,Snyder,Sara A. Snyder,200,
0000-0002-5944-3696,Hannah Parzen,Hannah,Parzen,,200,
0000-0002-5945-6147,Adam Mestyan,Adam,Mestyan,,200,
0000-0002-5946-7786,Sun Joo Lee,Sun Joo,Lee,,200,
0000-0002-5949-2850,Eileen Sullivan,Eileen,Sullivan,,200,
0000-0002-5952-6889,Nikolai Hörmann,Nikolai,Hörmann,,200,
0000-0002-5952-8817,Severin Josef Schink,Severin Josef,Schink,,200,
0000-0002-5953-538X,David L. Osterbur,David,Osterbur,David L. Osterbur,200,
0000-0002-5955-0969,Daniel Motta-Calderon,Daniel,Motta-Calderon,,200,
0000-0002-5955-5102,Maureen Leonard,Maureen,Leonard,,200,
0000-0002-5956-6434,Elisabeth S. Butz,Elisabeth S.,Butz,,200,
0000-0002-5960-0479,Armin Bayati,Armin,Bayati,,200,
0000-0002-5960-1308,Caban-Martinez AJ,Alberto,Caban-Martinez,Caban-Martinez AJ,200,
0000-0002-5960-4429,Finn Stirling,Finn,Stirling,,200,
0000-0002-5961-482X,Lindsey Lair,Lindsey,Lair,,200,
0000-0002-5964-1545,Wanyu Li,Wanyu,Li,,200,
0000-0002-5964-5335,Junyu Yang,Junyu,Yang,,200,
0000-0002-5964-8173,Aticus Peterson,Aticus,Peterson,,200,
0000-0002-5968-0667,Aharon Friedman,Aharon,Friedman,,200,
0000-0002-5968-7535,Kevin Kit Parker,Kevin Kit,Parker,,200,
0000-0002-5972-4682,Rebecca Fine,Rebecca,Fine,,200,
0000-0002-5972-7242,Carrie G Wade,Carrie,Wade,Carrie G Wade,200,
0000-0002-5973-8259,Keun P Kim,Keun,Kim,Keun P Kim,200,
0000-0002-5975-2851,Aparna Nathan,Aparna,Nathan,,200,
0000-0002-5977-6095,Rachael Jonas-Closs,Rachael,Jonas-Closs,,200,
0000-0002-5980-368X,Miles Cunningham,Miles,Cunningham,,200,
0000-0002-5983-2296,Paula Montero Llopis,Paula,Montero Llopis,,200,
0000-0002-5986-5952,Amy S Van Epps,Amy,Van Epps,Amy S Van Epps,200,
0000-0002-5987-1260,Sebastian Sobecki,Sebastian,Sobecki,,200,
0000-0002-5989-1632,Brendan Bo O'Connor,Brendan Bo,O'Connor,,200,
0000-0002-5992-7586,Sihan Yuan,Sihan,Yuan,,200,
0000-0002-5993-3433,Rony-Reuven Nir,Rony-Reuven,Nir,,200,
0000-0002-5996-3202,Ayelet Israeli,Ayelet,Israeli,,200,
0000-0002-5997-5633,Maya Talukdar,Maya,Talukdar,,200,
0000-0002-5997-9642,Kirin Gupta,Kirin,Gupta,,200,
0000-0002-5998-7925,Rodrigo Moisés de Almeida Leite,Rodrigo,de Almeida Leite,Rodrigo Moisés de Almeida Leite,200,
0000-0002-6000-3380,Victor Murray,Victor,Murray,,200,
0000-0002-6002-0316,Joel R. K. Moody,Joel,Moody,Joel R. K. Moody,200,
0000-0002-6006-2620,Atif Khan,Atif,Khan,,200,
0000-0002-6011-6174,Abigail Lyons,Abigail,Lyons,,200,
0000-0002-6011-8647,Sven Lange,Sven,Lange,,200,
0000-0002-6012-7236,Shira Glushakow-Smith,Shira,Glushakow-Smith,,200,
0000-0002-6015-1690,Kyung-hye Moon,Kyung-hye,Moon,,200,
0000-0002-6015-770X,Viswanath Balakrishnan,Viswanath,Balakrishnan,,200,
0000-0002-6018-9170,Charles J. Dorman,Charles,Dorman,Charles J. Dorman,200,
0000-0002-6019-9838,Maria Camila Velez Florez,Maria Camila,Velez Florez,Maria Camila Velez Florez,200,
0000-0002-6020-7340,Soeren Brandt,Soeren,Brandt,,200,
0000-0002-6021-2027,Dr. Sarah K. Wood,Sarah,Wood,Dr. Sarah K. Wood,200,
0000-0002-6024-6286,Xiao Han,Xiao,Han,,200,
0000-0002-6026-4361,Aditya Karhade,Aditya,Karhade,,200,
0000-0002-6026-7546,"Kristina Baldwin Larson, JD, MBE",Kristina,Larson,"Kristina Baldwin Larson, JD, MBE",200,
0000-0002-6029-2450,Wolfgang Ganglberger,Wolfgang,Ganglberger,,200,
0000-0002-6031-8067,Maelys Amat,Maelys,Amat,,200,
0000-0002-6031-9262,Traci Wolbrink,Traci,Wolbrink,,200,
0000-0002-6032-4061,Yabets Tesfaye Kebede,Yabets Tesfaye,Kebede,Yabets Tesfaye Kebede,200,
0000-0002-6034-7853,Xiaowei Zhuang,Xiaowei,Zhuang,,200,
0000-0002-6035-3508,Dylan Burgin,Dylan,Burgin,,200,
0000-0002-6035-7381,Lauren Hsu,Lauren,Hsu,,200,
0000-0002-6036-0177,Martin H. Teicher,Martin,Teicher,Martin H. Teicher,200,
0000-0002-6037-814X,Brandon Fricker,Brandon,Fricker,,200,
0000-0002-6038-0346,Naomi Patel,Naomi,Patel,,200,
0000-0002-6039-1088,Shangbo Jing,Shangbo,Jing,,200,
0000-0002-6039-123X,Eugene Mark,Eugene,Mark,,200,
0000-0002-6039-4246,Seyed MohamadMehdi Moshtaghion,Seyed MohamadMehdi,Moshtaghion,Seyed MohamadMehdi Moshtaghion,200,
0000-0002-6039-9979,Nahoko Kawakyu O'Connor,Nahoko,Kawakyu O'Connor,,200,
0000-0002-6040-6833,Cheng Chen,Cheng,Chen,,200,
0000-0002-6040-941X,Francis Ching-Wah Yip,Francis Ching-Wah,Yip,,200,
0000-0002-6043-8560,James McNally,James,McNally,,200,
0000-0002-6047-7148,Shweta Khatri,Shweta,Khatri,,200,
0000-0002-6048-4700,Jill Lundell,Jill,Lundell,,200,
0000-0002-6051-616X,Yaakov Nahmias,Yaakov,Nahmias,,200,
0000-0002-6051-8544,Michael Thomson,Michael,Thomson,,200,
0000-0002-6053-2928,Kateri Howard,Kateri,Howard,,200,
0000-0002-6054-1699,Mario Vincenzo Russo,Mario Vincenzo,Russo,,200,
